L_recovery,L_safety,L_task,L_total,backend,batch,bounded_pass,candidate,config_hash,did_recover,elapsed_seconds,final_prediction_mse,finite,ledger_pass,max_abs_phi,max_ledger_relative_error,mean_active_fraction,mean_coherence,mean_correction_norm,mechanism_cognition,mechanism_correction,mechanism_diffusion,mechanism_guidance,mechanism_hierarchy,mechanism_input,mechanism_memory,mechanism_perturb,mechanism_reaction,min_field_variance,peak_mse,perturb_step,perturb_strength,phase,pre_mse,profile,recovery_amplitude_reduction,recovery_threshold,recovery_time,run_id,seed,steps
2.206128094488242,0.014742848463356495,0.3349548408295959,0.8872240068748243,cpu,2,True,trained_baseline,82a69354cb4102232425ae1d2f89a24ac917706a5278b54e5b6ff741a2717624,False,1.315708106000784,0.26417744159698486,True,True,0.9795416593551636,9.921145829139277e-05,0.9436640739440918,0.7701402306556702,0.014742848463356495,0.0005367641570046544,0.014742848463356495,0.020855681970715523,0.0015029619680717587,0.0038454157765954733,0.01080603338778019,0.002839038148522377,0.04871511086821556,0.01398596540093422,0.002464927965775132,1.9319145679473877,16,1.4980008602142334,Stage 1 baseline training,0.034516421146690845,smoke,0.8605385721784243,0.22425623582676055,16,stage_1_baseline_training-82a69354cb41-s0,0,32
